,Unnamed: 0,Phase,ActionType,TransitionType,RT,ParticipantID,envIndex,predatorTotal_currEnv,timeInCurrEnv,tpEpoch,noOfCones,predatorSpeed,timePressure,rewAvail_currTP,firstActionPostDisc,NForageBeforeCheck,NCheckBeforeForage
1331,0,Pre,check,Check-to-check,121,sub204,10,4,71619,,2,15,0.149542857,41,,,1
1332,0,Pre,check,Check-to-check,-136,sub204,10,4,70998,,2,15,0.114057143,29,,,2
1335,0,Pre,check,Check-to-check,-86,sub204,11,1,2105,,4,20,0.093155556,50,,,3
1336,0,Pre,check,Check-to-check,429,sub204,11,2,30381,,4,20,0.282666667,5,,,1
1337,0,Pre,check,Check-to-check,429,sub204,11,2,29452,,4,20,0.241377778,10,,,2
1338,0,Pre,check,Check-to-check,-33,sub204,11,2,28523,,4,20,0.200088889,8,,,3
1339,0,Pre,check,Check-to-check,425,sub204,11,2,34607,,4,20,0.311688889,33,,,1
1340,0,Pre,check,Check-to-check,434,sub204,11,3,60221,,4,20,0.275822222,17,,,1
1341,0,Pre,check,Check-to-check,71,sub204,11,3,59287,,4,20,0.234311111,16,,,2
1342,0,Pre,check,Check-to-check,-41,sub204,11,3,58716,,4,20,0.208933333,12,,,3
1344,0,Pre,check,Check-to-check,220,sub204,12,2,27627,,2,20,0.1164,7,,,1
1345,0,Pre,check,Check-to-check,15,sub204,12,2,26907,,2,20,0.0844,5,,,2
1346,0,Pre,check,Check-to-check,426,sub204,12,3,56357,,2,20,0.148133333,13,,,1
1347,0,Pre,check,Check-to-check,489,sub204,13,1,3256,,3,20,0.1444,57,,,1
1348,0,Pre,check,Check-to-check,68,sub204,13,1,2267,,3,20,0.100444444,42,,,2
1349,0,Pre,check,Check-to-check,-33,sub204,13,1,1699,,3,20,0.0752,41,,,3
1350,0,Pre,check,Check-to-check,423,sub204,13,2,28555,,3,20,0.157288889,37,,,1
1351,0,Pre,check,Check-to-check,427,sub204,13,2,27632,,3,20,0.116266667,24,,,2
1353,0,Pre,check,Check-to-check,427,sub204,14,1,1955,,4,15,0.111314286,41,,,2
1355,0,Pre,check,Check-to-check,218,sub204,14,2,30431,,4,15,0.367028571,56,,,1
1356,0,Pre,check,Check-to-check,267,sub204,14,2,29713,,4,15,0.326,47,,,2
1357,0,Pre,check,Check-to-check,181,sub204,14,2,28946,,4,15,0.282171429,43,,,3
1358,0,Pre,check,Check-to-check,336,sub204,14,3,58934,,4,15,0.510057143,35,,,1
1359,0,Pre,check,Check-to-check,382,sub204,14,3,58098,,4,15,0.462285714,35,,,2
1360,0,Pre,check,Check-to-check,368,sub204,14,3,57216,,4,15,0.411885714,14,,,3
1361,0,Pre,check,Check-to-check,426,sub204,15,1,3034,,3,15,0.172971429,37,,,1
1362,0,Pre,check,Check-to-check,426,sub204,15,1,2108,,3,15,0.120057143,32,,,2
1363,0,Pre,check,Check-to-check,417,sub204,15,3,51162,,3,15,0.408171429,69,,,1
1364,0,Pre,check,Check-to-check,428,sub204,15,3,50245,,3,15,0.355771429,72,,,2
1365,0,Pre,check,Check-to-check,10,sub204,15,3,49317,,3,15,0.302742857,79,,,3
1366,0,Pre,check,Check-to-check,67,sub204,15,3,59125,,3,15,0.5896,42,,,1
1367,0,Pre,check,Check-to-check,421,sub204,15,4,72107,,3,15,0.232914286,19,,,1
1369,0,Pre,check,Check-to-check,63,sub204,15,4,70153,,3,15,0.121257143,17,,,3
1370,0,Pre,check,Check-to-check,327,sub204,16,1,3953,,4,15,0.225485714,42,,,1
1371,0,Pre,check,Check-to-check,366,sub204,16,1,3126,,4,15,0.178228571,42,,,2
1372,0,Pre,check,Check-to-check,370,sub204,16,1,2260,,4,15,0.128742857,29,,,3
1373,0,Pre,check,Check-to-check,66,sub204,16,2,31542,,4,15,0.431314286,20,,,1
1374,0,Pre,check,Check-to-check,272,sub204,16,2,30976,,4,15,0.398971429,12,,,2
1375,0,Pre,check,Check-to-check,384,sub204,16,2,30204,,4,15,0.354857143,12,,,3
1377,0,Pre,check,Check-to-check,13,sub204,16,3,52954,,4,15,0.169542857,25,,,2
1378,0,Pre,check,Check-to-check,432,sub204,16,4,77745,,4,15,0.385428571,23,,,1
1379,0,Pre,check,Check-to-check,470,sub204,16,4,76813,,4,15,0.332171429,30,,,2
1380,0,Pre,check,Check-to-check,432,sub204,16,4,75843,,4,15,0.276742857,35,,,3
1382,0,Pre,check,Check-to-check,222,sub204,17,2,29704,,2,20,0.2084,25,,,1
1383,0,Pre,check,Check-to-check,476,sub204,18,1,980,,1,15,0.055771429,30,,,1
1384,0,Pre,check,Check-to-check,166,sub204,19,2,19874,,4,10,0.46856,37,,,1
1385,0,Pre,check,Check-to-check,-43,sub204,19,2,19208,,4,10,0.41528,37,,,2
1386,0,Pre,check,Check-to-check,-35,sub204,19,2,18751,,4,10,0.37872,37,,,3
1387,0,Pre,check,Check-to-check,11,sub204,19,2,24446,,4,10,0.53392,62,,,1
1388,0,Pre,check,Check-to-check,216,sub204,19,2,23935,,4,10,0.49304,52,,,2
1389,0,Pre,check,Check-to-check,-82,sub204,19,2,23219,,4,10,0.43576,52,,,3
1390,0,Pre,check,Check-to-check,273,sub204,19,3,43791,,4,10,0.6212,24,,,1
1391,0,Pre,check,Check-to-check,-31,sub204,19,3,43018,,4,10,0.55936,25,,,2
1392,0,Pre,check,Check-to-check,-85,sub204,19,3,42549,,4,10,0.52184,25,,,3
1393,0,Pre,check,Check-to-check,9,sub204,19,5,75924,,4,10,0.15952,39,,,1
1394,0,Pre,check,Check-to-check,-37,sub204,19,5,75415,,4,10,0.42976,39,,,2
1395,0,Pre,check,Check-to-check,9,sub204,19,5,74952,,4,10,0.39272,42,,,3
1396,0,Pre,check,Check-to-check,224,sub204,20,1,2328,,3,15,0.132685714,31,,,1
1397,0,Pre,check,Check-to-check,235,sub204,20,1,1604,,3,15,0.091314286,25,,,2
1398,0,Pre,check,Check-to-check,384,sub204,20,3,47835,,3,15,0.218914286,9,,,1
1399,0,Pre,check,Check-to-check,16,sub204,20,3,46951,,3,15,0.1684,21,,,2
1400,0,Pre,check,Check-to-check,-33,sub204,20,3,46435,,3,15,0.138914286,21,,,3
1401,0,Pre,check,Check-to-check,-35,sub204,20,4,72791,,3,15,0.076571429,14,,,1
1402,0,Pre,check,Check-to-check,-143,sub204,20,4,72326,,3,15,0.304685714,14,,,2
1403,0,Pre,check,Check-to-check,18,sub204,20,4,71969,,3,15,0.284285714,22,,,3
1404,0,Pre,check,Check-to-check,422,sub204,21,1,2419,,3,10,0.19296,14,,,1
1405,0,Pre,check,Check-to-check,327,sub204,21,1,1497,,3,10,0.1192,15,,,2
1406,0,Pre,check,Check-to-check,270,sub204,21,1,9221,,3,10,0.18064,4,,,1
1407,0,Pre,check,Check-to-check,-45,sub204,21,1,8451,,3,10,0.62248,10,,,2
1408,0,Pre,check,Check-to-check,17,sub204,21,1,7996,,3,10,0.58608,28,,,3
1409,0,Pre,check,Check-to-check,9,sub204,21,2,26454,,3,10,0.11984,42,,,1
1410,0,Pre,check,Check-to-check,-35,sub204,21,2,25945,,3,10,0.39408,29,,,2
1411,0,Pre,check,Check-to-check,24,sub204,21,2,25480,,3,10,0.35688,29,,,3
1412,0,Pre,check,Check-to-check,380,sub204,21,3,40727,,3,10,0.29576,9,,,1
1413,0,Pre,check,Check-to-check,418,sub204,21,3,39847,,3,10,0.22536,20,,,2
1414,0,Pre,check,Check-to-check,11,sub204,21,5,73896,,3,10,0.38824,9,,,1
1415,0,Pre,check,Check-to-check,73,sub204,21,5,73385,,3,10,0.34736,9,,,2
1416,0,Pre,check,Check-to-check,-143,sub204,21,5,79086,,3,10,0.50192,27,,,1
1417,0,Pre,check,Check-to-check,-33,sub204,21,5,78729,,3,10,0.47336,27,,,2
1418,0,Pre,check,Check-to-check,116,sub204,21,5,78262,,3,10,0.436,27,,,3
1419,0,Pre,check,Check-to-check,-39,sub204,22,4,61393,,1,10,0.03688,16,,,1
1420,0,Pre,check,Check-to-check,17,sub204,23,1,7655,,1,20,0.022977778,29,,,1
1421,0,Pre,check,Check-to-check,425,sub204,24,1,2768,,3,10,0.22088,27,,,1
1423,0,Pre,check,Check-to-check,217,sub204,24,1,9228,,3,10,0.68136,18,,,1
1424,0,Pre,check,Check-to-check,425,sub204,24,1,8511,,3,10,0.624,9,,,2
1425,0,Pre,check,Check-to-check,18,sub204,24,2,27154,,3,10,0.12352,44,,,1
1426,0,Pre,check,Check-to-check,-36,sub204,24,2,26636,,3,10,0.44944,40,,,2
1427,0,Pre,check,Check-to-check,62,sub204,24,2,26172,,3,10,0.41232,40,,,3
1428,0,Pre,check,Check-to-check,269,sub204,24,3,44987,,3,10,0.39744,28,,,1
1429,0,Pre,check,Check-to-check,168,sub204,24,3,44218,,3,10,0.33592,28,,,2
1430,0,Pre,check,Check-to-check,14,sub204,24,4,61352,,3,10,0.34528,29,,,1
1431,0,Pre,check,Check-to-check,61,sub204,24,4,60838,,3,10,0.30416,35,,,2
1432,0,Pre,check,Check-to-check,117,sub204,24,4,67085,,3,10,0.12808,25,,,1
1433,0,Pre,check,Check-to-check,-34,sub204,24,4,66468,,3,10,0.49528,41,,,2
1434,0,Pre,check,Check-to-check,18,sub204,24,4,66002,,3,10,0.458,31,,,3
1435,0,Pre,check,Check-to-check,384,sub204,25,1,3497,,4,10,0.27912,13,,,1
1436,0,Pre,check,Check-to-check,367,sub204,25,1,2613,,4,10,0.2084,11,,,2
1437,0,Pre,check,Check-to-check,424,sub204,25,1,1746,,4,10,0.13904,14,,,3
1438,0,Pre,check,Check-to-check,220,sub204,25,2,25234,,4,10,0.41792,59,,,1
1439,0,Pre,check,Check-to-check,-33,sub204,25,2,24514,,4,10,0.36032,50,,,2
1440,0,Pre,check,Check-to-check,-38,sub204,25,2,24047,,4,10,0.32296,50,,,3
1441,0,Pre,check,Check-to-check,-31,sub204,25,2,27806,,4,10,0.33768,35,,,1
1442,0,Pre,check,Check-to-check,373,sub204,25,3,46003,,4,10,0.39904,34,,,1
1443,0,Pre,check,Check-to-check,431,sub204,25,3,45130,,4,10,0.3292,34,,,2
1444,0,Pre,check,Check-to-check,424,sub204,25,3,44199,,4,10,0.25472,31,,,3
1445,0,Pre,check,Check-to-check,384,sub204,25,4,64237,,4,10,0.24784,12,,,1
1446,0,Pre,check,Check-to-check,273,sub204,25,4,63353,,4,10,0.346,3,,,2
1447,0,Pre,check,Check-to-check,276,sub204,25,4,62580,,4,10,0.28416,5,,,3
1448,0,Pre,check,Check-to-check,68,sub204,25,5,83531,,4,10,0.59992,43,,,1
1449,0,Pre,check,Check-to-check,-84,sub204,25,5,82963,,4,10,0.55448,38,,,2
1450,0,Pre,check,Check-to-check,-41,sub204,25,5,82547,,4,10,0.5212,38,,,3
1451,0,Pre,check,Check-to-check,237,sub204,26,1,1449,,2,15,0.082514286,40,,,1
1452,0,Pre,check,Check-to-check,21,sub204,26,1,8097,,2,15,0.422,45,,,1
1453,0,Pre,check,Check-to-check,173,sub204,26,2,32850,,2,15,0.391085714,13,,,1
1454,0,Pre,check,Check-to-check,68,sub204,26,2,32177,,2,15,0.352628571,13,,,2
1455,0,Pre,check,Check-to-check,172,sub204,26,4,80282,,2,15,0.268571429,23,,,1
1456,0,Pre,check,Check-to-check,75,sub208,0,1,3715,,4,20,0.164533333,41,,,1
1457,0,Pre,check,Check-to-check,275,sub208,0,1,3140,,4,20,0.138977778,41,,,2
1458,0,Pre,check,Check-to-check,-142,sub208,1,1,6493,,2,10,0.3008,70,,,1
1459,0,Pre,check,Check-to-check,119,sub208,1,1,6135,,2,10,0.49008,70,,,2
1460,0,Pre,check,Check-to-check,-193,sub208,1,1,5516,,2,10,0.44056,63,,,3
1461,0,Pre,check,Check-to-check,-190,sub208,1,2,26605,,2,10,0.054,59,,,1
1462,0,Pre,check,Check-to-check,-135,sub208,1,2,26295,,2,10,0.58256,59,,,2
1463,0,Pre,check,Check-to-check,-243,sub208,2,1,2102,,3,20,0.093022222,16,,,1
1464,0,Pre,check,Check-to-check,-88,sub208,2,1,1845,,3,20,0.0816,11,,,2
1465,0,Pre,check,Check-to-check,-145,sub208,2,3,58983,,3,20,0.1124,35,,,1
1466,0,Pre,check,Check-to-check,-28,sub208,2,3,58628,,3,20,0.426844444,35,,,2
1467,0,Pre,check,Check-to-check,-182,sub208,2,3,58156,,3,20,0.405866667,35,,,3
1468,0,Pre,check,Check-to-check,170,sub208,3,1,1841,,1,20,0.029777778,17,,,1
1469,0,Pre,check,Check-to-check,-92,sub208,4,1,7181,,3,15,0.317142857,47,,,1
1470,0,Pre,check,Check-to-check,11,sub208,4,1,6773,,3,15,0.386514286,25,,,2
1471,0,Pre,check,Check-to-check,-185,sub208,4,1,6262,,3,15,0.357314286,25,,,3
1472,0,Pre,check,Check-to-check,-143,sub208,6,1,5786,,3,10,0.28464,24,,,1
1473,0,Pre,check,Check-to-check,12,sub208,6,1,5429,,3,10,0.4336,24,,,2
1474,0,Pre,check,Check-to-check,-243,sub208,6,1,4917,,3,10,0.39264,41,,,3
1475,0,Pre,check,Check-to-check,58,sub208,6,4,65406,,3,10,0.67008,31,,,1
1476,0,Pre,check,Check-to-check,-142,sub208,6,4,64848,,3,10,0.62544,31,,,2
1477,0,Pre,check,Check-to-check,-241,sub208,6,4,64490,,3,10,0.5968,31,,,3
1478,0,Pre,check,Check-to-check,73,sub208,7,6,87647,,1,10,0.04584,26,,,1
1479,0,Pre,check,Check-to-check,282,sub208,7,6,87074,,1,10,0.06256,36,,,2
1480,0,Pre,check,Check-to-check,-25,sub208,8,1,5420,,3,15,0.3092,22,,,1
1481,0,Pre,check,Check-to-check,-145,sub208,8,1,4945,,3,15,0.282057143,33,,,2
1482,0,Pre,check,Check-to-check,66,sub208,8,1,4590,,3,15,0.261771429,33,,,3
1483,0,Pre,check,Check-to-check,-83,sub208,9,2,21327,,4,10,0.20952,35,,,1
1484,0,Pre,check,Check-to-check,-33,sub208,9,2,20910,,4,10,0.55232,37,,,2
1485,0,Pre,check,Check-to-check,-48,sub208,9,2,20443,,4,10,0.51496,37,,,3
1486,0,Pre,check,Check-to-check,21,sub208,9,3,42492,,4,10,0.51792,25,,,1
1487,0,Pre,check,Check-to-check,18,sub208,9,3,41971,,4,10,0.47624,23,,,2
1488,0,Pre,check,Check-to-check,-188,sub208,9,3,41453,,4,10,0.4348,23,,,3
1489,0,Pre,check,Check-to-check,-133,sub208,9,5,79332,,4,10,0.24208,24,,,1
1490,0,Pre,check,Check-to-check,-39,sub208,9,5,78965,,4,10,0.71592,26,,,2
1491,0,Pre,check,Check-to-check,12,sub208,9,5,78504,,4,10,0.67904,26,,,3
1492,0,Pre,check,Check-to-check,30,sub208,10,1,2899,,4,20,0.128444444,50,,,1
1493,0,Pre,check,Check-to-check,-240,sub208,10,1,2369,,4,20,0.104888889,50,,,2
1494,0,Pre,check,Check-to-check,-191,sub208,10,1,2109,,4,20,0.093333333,50,,,3
1495,0,Pre,check,Check-to-check,-140,sub208,10,2,30498,,4,20,0.098711111,5,,,1
1496,0,Pre,check,Check-to-check,-91,sub208,10,2,30138,,4,20,0.272133333,5,,,2
1497,0,Pre,check,Check-to-check,-84,sub208,10,2,29729,,4,20,0.253955556,10,,,3
1498,0,Pre,check,Check-to-check,8,sub208,11,1,6113,,4,10,0.48824,11,,,1
1499,0,Pre,check,Check-to-check,-136,sub208,11,1,5605,,4,10,0.4476,22,,,2
1500,0,Pre,check,Check-to-check,-134,sub208,11,1,5241,,4,10,0.41848,22,,,3
1501,0,Pre,check,Check-to-check,-41,sub208,12,1,3447,,3,10,0.13096,4,,,1
1502,0,Pre,check,Check-to-check,-89,sub208,12,1,2988,,3,10,0.2384,14,,,2
1503,0,Pre,check,Check-to-check,-194,sub208,12,1,2577,,3,10,0.20552,14,,,3
1504,0,Pre,check,Check-to-check,63,sub208,12,5,75910,,3,10,0.12288,33,,,1
1505,0,Pre,check,Check-to-check,-94,sub208,12,5,75347,,3,10,0.50784,33,,,2
1506,0,Pre,check,Check-to-check,67,sub208,12,5,74941,,3,10,0.47536,22,,,3
1507,0,Pre,check,Check-to-check,119,sub208,13,1,2542,,2,20,0.046044444,44,,,1
1508,0,Pre,check,Check-to-check,-83,sub208,13,1,1923,,2,20,0.085111111,39,,,2
1509,0,Pre,check,Check-to-check,9,sub208,15,1,5742,,2,15,0.175142857,49,,,1
1510,0,Pre,check,Check-to-check,-31,sub208,15,1,5233,,2,15,0.298571429,49,,,2
1511,0,Pre,check,Check-to-check,174,sub208,15,1,4764,,2,15,0.271771429,48,,,3
1512,0,Pre,check,Check-to-check,116,sub208,16,1,2097,,2,15,0.059028571,20,,,1
1513,0,Pre,check,Check-to-check,-83,sub208,16,1,1481,,2,15,0.084228571,33,,,2
1514,0,Pre,check,Check-to-check,-141,sub208,19,1,2518,,3,20,0.0704,42,,,1
1515,0,Pre,check,Check-to-check,-41,sub208,19,1,2159,,3,20,0.0956,42,,,2
1516,0,Pre,check,Check-to-check,-191,sub208,19,1,1700,,3,20,0.0752,41,,,3
1517,0,Pre,check,Check-to-check,17,sub208,20,1,1919,,2,10,0.07456,20,,,1
1518,0,Pre,check,Check-to-check,-85,sub208,20,1,1402,,2,10,0.11152,20,,,2
1519,0,Pre,check,Check-to-check,-84,sub208,20,3,44090,,2,10,0.08664,24,,,1
1520,0,Pre,check,Check-to-check,-185,sub208,20,3,43674,,2,10,0.68568,24,,,2
1521,0,Pre,check,Check-to-check,-148,sub208,20,3,43359,,2,10,0.66048,32,,,3
1522,0,Pre,check,Check-to-check,-83,sub208,21,1,4094,,4,15,0.233428571,31,,,1
1523,0,Pre,check,Check-to-check,-33,sub208,21,1,3677,,4,15,0.2096,17,,,2
1524,0,Pre,check,Check-to-check,-24,sub208,21,1,3210,,4,15,0.182914286,17,,,3
1525,0,Pre,check,Check-to-check,418,sub208,23,1,924,,1,20,0.0408,20,,,1
1526,0,Pre,check,Check-to-check,-149,sub208,24,1,1543,,2,10,0.06144,15,,,1
1527,0,Pre,check,Check-to-check,-83,sub208,24,1,1192,,2,10,0.0948,15,,,2
1528,0,Pre,check,Check-to-check,320,sub208,25,1,1752,,2,15,0.099542857,27,,,1
1529,0,Pre,check,Check-to-check,18,sub208,25,3,48847,,2,15,0.294628571,27,,,1
1530,0,Pre,check,Check-to-check,-90,sub208,25,3,48329,,2,15,0.265028571,27,,,2
1532,0,Pre,check,Check-to-check,-147,sub208,26,1,3147,,4,15,0.132628571,42,,,1
1533,0,Pre,check,Check-to-check,-88,sub208,26,1,2794,,4,15,0.159085714,29,,,2
1534,0,Pre,check,Check-to-check,-135,sub208,26,1,2382,,4,15,0.135542857,29,,,3
1535,0,Pre,check,Check-to-check,74,sub208,26,2,33370,,4,15,0.535085714,45,,,1
1536,0,Pre,check,Check-to-check,11,sub208,26,2,32796,,4,15,0.502285714,41,,,2
1537,0,Pre,check,Check-to-check,-141,sub208,26,2,32285,,4,15,0.473085714,41,,,3
1538,0,Pre,check,Check-to-check,384,sub212,0,3,57409,,4,20,0.238355556,73,,,1
1539,0,Pre,check,Check-to-check,331,sub212,0,3,56525,,4,20,0.199066667,11,,,2
1540,0,Pre,check,Check-to-check,368,sub212,0,3,55694,,4,20,0.162133333,12,,,3
1541,0,Pre,check,Check-to-check,388,sub212,1,1,2492,,2,10,0.19872,85,,,1
1542,0,Pre,check,Check-to-check,380,sub212,1,2,27565,,2,10,0.6848,67,,,1
1543,0,Pre,check,Check-to-check,377,sub212,1,4,61882,,2,10,0.47008,78,,,1
1544,0,Pre,check,Check-to-check,173,sub212,3,3,48325,,1,15,0.038457143,27,,,1
1545,0,Pre,check,Check-to-check,331,sub212,4,1,5285,,2,10,0.42208,63,,,1
1546,0,Pre,check,Check-to-check,-77,sub212,4,1,4454,,2,10,0.3556,47,,,2
1547,0,Pre,check,Check-to-check,25,sub212,4,1,4031,,2,10,0.32176,47,,,3
1548,0,Pre,check,Check-to-check,228,sub212,4,2,23509,,2,10,0.51928,22,,,1
1549,0,Pre,check,Check-to-check,-82,sub212,4,4,59715,,2,10,0.06632,26,,,1
1550,0,Pre,check,Check-to-check,-89,sub212,4,4,59297,,2,10,0.66184,26,,,2
1551,0,Pre,check,Check-to-check,281,sub212,5,1,3940,,4,20,0.174711111,32,,,1
1552,0,Pre,check,Check-to-check,20,sub212,5,1,3159,,4,20,0.14,32,,,2
1553,0,Pre,check,Check-to-check,-28,sub212,5,1,2639,,4,20,0.116888889,39,,,3
1554,0,Pre,check,Check-to-check,331,sub212,5,2,29181,,4,20,0.229466667,25,,,1
1555,0,Pre,check,Check-to-check,17,sub212,5,2,28350,,4,20,0.192533333,18,,,2
1556,0,Pre,check,Check-to-check,-38,sub212,5,2,27833,,4,20,0.169555556,18,,,3
1557,0,Pre,check,Check-to-check,385,sub212,5,3,63222,,4,20,0.541955556,42,,,1
1558,0,Pre,check,Check-to-check,367,sub212,5,3,62337,,4,20,0.502622222,19,,,2
1559,0,Pre,check,Check-to-check,311,sub212,5,3,61470,,4,20,0.464088889,18,,,3
1560,0,Pre,check,Check-to-check,267,sub212,6,1,3294,,2,10,0.2628,20,,,1
1561,0,Pre,check,Check-to-check,334,sub212,6,2,19121,,2,10,0.24936,5,,,1
1562,0,Pre,check,Check-to-check,13,sub212,6,2,18287,,2,10,0.18264,16,,,2
1563,0,Pre,check,Check-to-check,326,sub212,6,3,39931,,2,10,0.39472,13,,,1
1564,0,Pre,check,Check-to-check,222,sub212,6,4,61375,,2,10,0.51048,36,,,1
1565,0,Pre,check,Check-to-check,336,sub212,6,5,84201,,2,10,0.65656,24,,,1
1566,0,Pre,check,Check-to-check,166,sub212,7,2,16029,,1,10,0.05328,36,,,1
1567,0,Pre,check,Check-to-check,267,sub212,8,3,43721,,2,15,0.268057143,16,,,1
1568,0,Pre,check,Check-to-check,217,sub212,8,3,47120,,2,15,0.238057143,18,,,1
1569,0,Pre,check,Check-to-check,220,sub212,8,4,68998,,2,15,0.2596,63,,,1
1570,0,Pre,check,Check-to-check,276,sub212,9,3,54129,,3,20,0.2272,22,,,1
1571,0,Pre,check,Check-to-check,-34,sub212,9,3,53353,,3,20,0.192711111,24,,,2
1572,0,Pre,check,Check-to-check,-32,sub212,9,3,52887,,3,20,0.172,2,,,3
1573,0,Pre,check,Check-to-check,166,sub212,10,1,1646,,2,15,0.093657143,27,,,1
1574,0,Pre,check,Check-to-check,234,sub212,10,2,25248,,2,15,0.242571429,12,,,1
1575,0,Pre,check,Check-to-check,283,sub212,10,3,47843,,2,15,0.276514286,21,,,1
1576,0,Pre,check,Check-to-check,376,sub212,11,1,3955,,4,20,0.175333333,63,,,1
1577,0,Pre,check,Check-to-check,326,sub212,11,1,3079,,4,20,0.1364,63,,,2
1578,0,Pre,check,Check-to-check,-92,sub212,11,1,2253,,4,20,0.099688889,50,,,3
1579,0,Pre,check,Check-to-check,268,sub212,11,2,30434,,4,20,0.285244444,5,,,1
1580,0,Pre,check,Check-to-check,225,sub212,11,2,29666,,4,20,0.251111111,10,,,2
1581,0,Pre,check,Check-to-check,-91,sub212,11,2,28941,,4,20,0.218888889,8,,,3
1582,0,Pre,check,Check-to-check,128,sub212,12,1,1598,,2,20,0.0708,39,,,1
1583,0,Pre,check,Check-to-check,235,sub212,12,2,27498,,2,20,0.110622222,7,,,1
1584,0,Pre,check,Check-to-check,15,sub212,13,1,2109,,3,20,0.0668,42,,,1
1585,0,Pre,check,Check-to-check,-27,sub212,13,1,1594,,3,20,0.070444444,41,,,2
1586,0,Pre,check,Check-to-check,15,sub212,13,1,1121,,3,20,0.049422222,41,,,3
1587,0,Pre,check,Check-to-check,211,sub212,13,2,28138,,3,20,0.138266667,37,,,1
1588,0,Pre,check,Check-to-check,175,sub212,13,2,27427,,3,20,0.106666667,24,,,2
1589,0,Pre,check,Check-to-check,-84,sub212,13,2,26752,,3,20,0.076666667,24,,,3
1590,0,Pre,check,Check-to-check,177,sub212,13,2,33636,,3,20,0.324444444,19,,,1
1591,0,Pre,check,Check-to-check,172,sub212,13,2,32959,,3,20,0.294355556,24,,,2
1592,0,Pre,check,Check-to-check,124,sub212,13,3,56958,,3,20,0.1304,20,,,1
1593,0,Pre,check,Check-to-check,116,sub212,13,3,56334,,3,20,0.102666667,20,,,2
1594,0,Pre,check,Check-to-check,16,sub212,13,3,55718,,3,20,0.075288889,14,,,3
1595,0,Pre,check,Check-to-check,211,sub212,14,1,3187,,4,15,0.1816,17,,,1
1596,0,Pre,check,Check-to-check,223,sub212,14,1,2476,,4,15,0.140971429,22,,,2
1597,0,Pre,check,Check-to-check,-140,sub212,14,1,1753,,4,15,0.099657143,41,,,3
1598,0,Pre,check,Check-to-check,19,sub212,15,1,2332,,3,15,0.085657143,32,,,1
1599,0,Pre,check,Check-to-check,-30,sub212,15,1,1813,,3,15,0.103085714,32,,,2
1600,0,Pre,check,Check-to-check,10,sub212,15,1,1343,,3,15,0.076228571,32,,,3
1601,0,Pre,check,Check-to-check,382,sub212,15,4,73147,,3,15,0.292857143,26,,,1
1602,0,Pre,check,Check-to-check,218,sub212,15,4,72265,,3,15,0.242457143,19,,,2
1603,0,Pre,check,Check-to-check,269,sub212,16,2,35005,,4,15,0.627885714,39,,,1
1604,0,Pre,check,Check-to-check,208,sub212,16,2,34236,,4,15,0.583942857,39,,,2
1605,0,Pre,check,Check-to-check,159,sub212,16,2,33528,,4,15,0.543485714,45,,,3
1606,0,Pre,check,Check-to-check,128,sub212,17,1,1139,,2,20,0.050311111,17,,,1
1607,0,Pre,check,Check-to-check,282,sub212,17,2,27799,,2,20,0.124,32,,,1
1608,0,Pre,check,Check-to-check,19,sub212,17,2,27017,,2,20,0.089244444,38,,,2
1609,0,Pre,check,Check-to-check,216,sub212,17,3,58588,,2,20,0.114444444,26,,,1
1610,0,Pre,check,Check-to-check,61,sub212,17,3,57872,,2,20,0.082622222,29,,,2
1611,0,Pre,check,Check-to-check,117,sub212,19,2,21400,,4,10,0.5908,35,,,1
1612,0,Pre,check,Check-to-check,122,sub212,19,2,20783,,4,10,0.54144,37,,,2
1613,0,Pre,check,Check-to-check,10,sub212,19,2,20161,,4,10,0.49168,37,,,3
1614,0,Pre,check,Check-to-check,267,sub212,19,3,44470,,4,10,0.6756,35,,,1
1615,0,Pre,check,Check-to-check,277,sub212,19,3,43703,,4,10,0.61424,24,,,2
1616,0,Pre,check,Check-to-check,-93,sub212,19,3,42926,,4,10,0.55208,25,,,3
1617,0,Pre,check,Check-to-check,332,sub212,19,5,77692,,4,10,0.6112,31,,,1
1618,0,Pre,check,Check-to-check,267,sub212,19,5,76860,,4,10,0.54464,20,,,2
1619,0,Pre,check,Check-to-check,174,sub212,19,5,76093,,4,10,0.48328,20,,,3
1620,0,Pre,check,Check-to-check,272,sub212,20,1,2062,,3,15,0.117371429,31,,,1
1621,0,Pre,check,Check-to-check,167,sub212,20,1,1290,,3,15,0.073257143,25,,,2
1622,0,Pre,check,Check-to-check,170,sub212,20,3,49055,,3,15,0.2876,11,,,1
1623,0,Pre,check,Check-to-check,170,sub212,20,3,48385,,3,15,0.249314286,11,,,2
1624,0,Pre,check,Check-to-check,166,sub212,21,1,5301,,3,10,0.42344,18,,,1
1625,0,Pre,check,Check-to-check,166,sub212,21,1,4635,,3,10,0.37016,17,,,2
1626,0,Pre,check,Check-to-check,170,sub212,21,5,74142,,3,10,0.41032,22,,,1
1627,0,Pre,check,Check-to-check,116,sub212,21,5,73472,,3,10,0.35672,9,,,2
1628,0,Pre,check,Check-to-check,-34,sub212,24,1,2159,,3,10,0.11488,27,,,1
1629,0,Pre,check,Check-to-check,-39,sub212,24,1,1693,,3,10,0.1348,19,,,2
1630,0,Pre,check,Check-to-check,9,sub212,24,1,1232,,3,10,0.09792,19,,,3
